"","country","countryname","oecdmember","eumember","edate","date","party","partyname","partyabbrev","parfam","coderid","manual","coderyear","testresult","testeditsim","pervote","voteest","presvote","absseat","totseats","progtype","datasetorigin","corpusversion","total","peruncod","per101","per102","per103","per104","per105","per106","per107","per108","per109","per110","per201","per202","per203","per204","per301","per302","per303","per304","per305","per401","per402","per403","per404","per405","per406","per407","per408","per409","per410","per411","per412","per413","per414","per415","per416","per501","per502","per503","per504","per505","per506","per507","per601","per602","per603","per604","per605","per606","per607","per608","per701","per702","per703","per704","per705","per706","per1011","per1012","per1013","per1014","per1015","per1016","per1021","per1022","per1023","per1024","per1025","per1026","per1031","per1032","per1033","per2021","per2022","per2023","per2031","per2032","per2033","per2041","per3011","per3051","per3052","per3053","per3054","per3055","per4011","per4012","per4013","per4014","per4121","per4122","per4123","per4124","per4131","per4132","per5021","per5031","per5041","per5061","per6011","per6012","per6013","per6014","per6061","per6071","per6072","per6081","per7051","per7052","per7061","per7062","per103_1","per103_2","per201_1","per201_2","per202_1","per202_2","per202_3","per202_4","per305_1","per305_2","per305_3","per305_4","per305_5","per305_6","per416_1","per416_2","per601_1","per601_2","per602_1","per602_2","per605_1","per605_2","per606_1","per606_2","per607_1","per607_2","per607_3","per608_1","per608_2","per608_3","per703_1","per703_2","rile","planeco","markeco","welfare","intpeace","datasetversion","id_perm"
"2142",52,"Northern Ireland",0,0,1949-02-01,194902,52710,"Nationalist Party","NP",70,120,0,1980,NA,NA,NA,0,NA,NA,NA,1,30,"",45,35.8,18.5,0,0,0,0,0,0,0,0,0,2.5,11.1,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,4.9,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.1,0,0,2.5,0,"2018a","FGV2UR"
"2147",52,"Northern Ireland",0,0,1958-03-01,195803,52710,"Nationalist Party","NP",70,120,0,1980,NA,NA,NA,0,NA,NA,NA,1,30,"",45,45.4,4.1,2.1,0,0,0,0,0,0,0,0,4.1,11.3,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,4.1,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.3,0,0,8.2,2.1,"2018a","TC5LVT"
"2150",52,"Northern Ireland",0,0,1962-05-31,196205,52710,"Nationalist Party","NP",70,120,0,1980,NA,NA,NA,0,NA,NA,NA,1,30,"",28,4,42.6,6.9,6.9,0,0,0,4,0,0,0,0,4,0,4,0,0,6.9,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.9,0,0,0,6.9,"2018a","HKJVEH"
"2153",52,"Northern Ireland",0,0,1965-11-01,196511,52710,"Nationalist Party","NP",70,120,0,1980,NA,NA,NA,0,NA,NA,NA,1,30,"",20,10,25,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,0,15,5,"2018a","V44C9F"
"2156",52,"Northern Ireland",0,0,1969-02-01,196902,52710,"Nationalist Party","NP",70,120,0,1980,NA,NA,NA,0,NA,NA,NA,1,30,"",29,0,3.1,0,0,0,0,0,0,0,0,0,10.4,14.6,0,0,0,0,14.6,0,0,0,7.3,7.3,0,0,0,0,3.1,0,9.4,3.1,0,3.1,0,0,0,0,0,10.4,3.1,0,0,0,0,0,0,0,0,0,0,3.1,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.7,7.3,0,13.5,0,"2018a","F25NRO"
"2161",53,"Ireland",0,0,1948-02-04,194802,53714,"Republican Party","CnP",70,998,998,NA,NA,NA,13.21,0,NA,10,147,3,10,"",51,1.961,0,0,0,0,0,0,0,0,0,0,0,0,1.961,0,1.961,0,0,9.804,0,0,0,0,0,0,0,0,5.882,0,7.843,3.922,1.961,0,0,0,0,0,7.843,3.922,9.804,0,9.804,0,9.804,0,3.922,0,0,1.961,3.922,0,0,0,13.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.922,1.961,0,13.725,0,"2018a","NJE3Y7"
"2162",53,"Ireland",0,0,1948-02-04,194802,53810,"Party of the Land","CnT",80,110,0,1982,NA,NA,5.577,0,NA,7,147,1,10,"",45,0,0,0,0,0,0,2.222,0,0,0,0,0,6.667,0,0,0,0,0,0,4.444,0,0,0,0,0,0,2.222,0,0,0,2.222,0,0,6.667,0,0,0,0,0,13.333,0,0,0,2.222,0,0,0,0,0,0,0,0,0,57.778,0,0,2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.667,0,6.667,13.333,2.222,"2018a","ZMC2KX"
"2166",53,"Ireland",0,0,1951-05-30,195105,53714,"Republican Party","CnP",70,998,998,NA,NA,NA,4.071,0,NA,2,147,3,10,"",51,1.961,0,0,0,0,0,0,0,0,0,0,0,0,1.961,0,1.961,0,0,9.804,0,0,0,0,0,0,0,0,5.882,0,7.843,3.922,1.961,0,0,0,0,0,7.843,3.922,9.804,0,9.804,0,9.804,0,3.922,0,0,1.961,3.922,0,0,0,13.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.922,1.961,0,13.725,0,"2018a","XG2XYQ"
"2167",53,"Ireland",0,0,1951-05-30,195105,53810,"Party of the Land","CnT",80,998,998,NA,NA,NA,2.919,0,NA,6,147,3,10,"",27.5,5,0,0,0,0,0,1.111,0,0,0,0,0,8.333,0,0,0,0,0,0,2.222,0,0,0,0,0,0,1.111,0,0,0,1.111,0,0,8.333,0,0,0,0,0,6.667,0,0,0,1.111,0,0,0,0,0,0,0,0,0,63.889,0,0,1.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.333,0,8.333,6.667,1.111,"2018a","3LDMQ3"
"2171",53,"Ireland",0,0,1954-04-18,195404,53714,"Republican Party","CnP",70,998,998,NA,NA,NA,3.089,0,NA,3,147,3,10,"",51,1.961,0,0,0,0,0,0,0,0,0,0,0,0,1.961,0,1.961,0,0,9.804,0,0,0,0,0,0,0,0,5.882,0,7.843,3.922,1.961,0,0,0,0,0,7.843,3.922,9.804,0,9.804,0,9.804,0,3.922,0,0,1.961,3.922,0,0,0,13.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.922,1.961,0,13.725,0,"2018a","PHH5GU"
"2172",53,"Ireland",0,0,1954-04-18,195404,53810,"Party of the Land","CnT",80,110,0,1982,NA,NA,3.825,0,NA,5,147,1,10,"",10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0,0,"2018a","AJ54W2"
"2176",53,"Ireland",0,0,1957-03-05,195703,53714,"Republican Party","CnP",70,998,998,NA,NA,NA,1.681,0,NA,1,147,3,10,"",51,1.961,0,0,0,0,0,0,0,0,0,0,0,0,1.961,0,1.961,0,0,9.804,0,0,0,0,0,0,0,0,5.882,0,7.843,3.922,1.961,0,0,0,0,0,7.843,3.922,9.804,0,9.804,0,9.804,0,3.922,0,0,1.961,3.922,0,0,0,13.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.922,1.961,0,13.725,0,"2018a","7N6UUV"
"2177",53,"Ireland",0,0,1957-03-05,195703,53810,"Party of the Land","CnT",80,998,998,NA,NA,NA,2.356,0,NA,3,147,3,10,"",10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0,0,"2018a","I54S19"
"2181",53,"Ireland",10,0,1961-10-04,196110,53714,"Republican Party","CnP",70,998,998,NA,NA,NA,1.127,0,NA,1,144,3,10,"",51,1.961,0,0,0,0,0,0,0,0,0,0,0,0,1.961,0,1.961,0,0,9.804,0,0,0,0,0,0,0,0,5.882,0,7.843,3.922,1.961,0,0,0,0,0,7.843,3.922,9.804,0,9.804,0,9.804,0,3.922,0,0,1.961,3.922,0,0,0,13.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.922,1.961,0,13.725,0,"2018a","UIV8MP"
"2182",53,"Ireland",10,0,1961-10-04,196110,53810,"Party of the Land","CnT",80,998,998,NA,NA,NA,1.514,0,NA,2,144,3,10,"",10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,0,0,"2018a","611S26"
"2186",53,"Ireland",10,0,1965-04-07,196504,53714,"Republican Party","CnP",70,110,0,1982,NA,NA,0.752,0,NA,1,144,1,10,"",51,1.961,0,0,0,0,0,0,0,0,0,0,0,0,1.961,0,1.961,0,0,9.804,0,0,0,0,0,0,0,0,5.882,0,7.843,3.922,1.961,0,0,0,0,0,7.843,3.922,9.804,0,9.804,0,9.804,0,3.922,0,0,1.961,3.922,0,0,0,13.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.922,1.961,0,13.725,0,"2018a","L6NB27"
"2196",53,"Ireland",10,10,1981-06-11,198106,53220,"Workers’ Party","WP",20,998,998,NA,NA,NA,1.72,0,NA,1,166,3,10,"",358,0.279,3.631,0.279,1.397,0,1.117,0.279,1.117,0,0,0,0.559,2.235,0,0,4.469,0,0,0,0.279,0,0.559,0.279,0,0,0,0,3.073,0,1.955,3.352,0,0.838,0,0,0,1.955,8.939,10.056,26.816,0,5.587,0,1.117,0,0,0.838,3.352,0,0,0,3.631,0,0,0,0,12.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.43,0.279,0,36.872,1.676,"2018a","METBM6"
"2200",53,"Ireland",10,10,1982-02-18,198202,53220,"Workers’ Party","WP",20,998,998,NA,NA,NA,2.178,0,NA,3,166,3,10,"",358,0.279,3.631,0.279,1.397,0,1.117,0.279,1.117,0,0,0,0.559,2.235,0,0,4.469,0,0,0,0.279,0,0.559,0.279,0,0,0,0,3.073,0,1.955,3.352,0,0.838,0,0,0,1.955,8.939,10.056,26.816,0,5.587,0,1.117,0,0,0.838,3.352,0,0,0,3.631,0,0,0,0,12.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.43,0.279,0,36.872,1.676,"2018a","DT4KZX"
"2204",53,"Ireland",10,10,1982-11-24,198211,53220,"Workers’ Party","WP",20,804,0,1990,NA,NA,3.25,0,NA,2,166,1,10,"",358,0.279,3.631,0.279,1.397,0,1.117,0.279,1.117,0,0,0,0.559,2.235,0,0,4.469,0,0,0,0.279,0,0.559,0.279,0,0,0,0,3.073,0,1.955,3.352,0,0.838,0,0,0,1.955,8.939,10.056,26.816,0,5.587,0,1.117,0,0,0.838,3.352,0,0,0,3.631,0,0,0,0,12.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.43,0.279,0,36.872,1.676,"2018a","1KE1LP"
"2208",53,"Ireland",10,10,1987-02-17,198702,53220,"Workers’ Party","WP",20,804,0,1990,NA,NA,3.785,0,NA,4,166,1,10,"",714,0.14,3.361,0.14,0.98,0,0.98,0.28,1.681,0,0.98,0,0,0.56,0,0,4.062,0,0,0,2.661,0,0.7,0,0,0,0,0,3.221,0.56,1.961,0.42,0,1.961,0,0,0,4.202,7.423,7.703,15.826,0,8.964,0,0,0,0,0,3.641,0,0,0,3.782,0,4.062,0,1.401,18.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.011,0,0,23.529,1.401,"2018a","LDZ7M5"
"2214",53,"Ireland",10,10,1989-06-15,198906,53220,"Workers’ Party","WP",20,804,0,1990,NA,NA,4.965,0,NA,7,166,1,10,"",683,0.293,4.832,0,0.439,0.732,1.611,0.732,1.757,0,1.171,0,0,1.757,0,0.146,3.514,0,0.732,0.146,1.171,0,0.439,0.146,0.146,0,0.293,0,2.782,0.146,2.782,0.146,0,0.878,0,0,0,4.246,5.857,6.296,15.813,0,9.224,0,0.146,0,0,0.293,2.489,0,0,0,4.539,0,1.611,0.146,1.464,21.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.357,0.293,0,22.108,2.343,"2018a","YBHAH6"
"2244",53,"Ireland",10,10,2011-02-25,201102,53021,"United Left Alliance","ULA",20,280,4,2012,0.736,0.598,2.7,0,NA,5,166,8,61,"2018-1",97,1.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.031,0,9.278,1.031,5.155,0,0,0,0,0,0,0,2.062,1.031,0,1.031,1.031,8.247,0,29.897,2.062,5.155,0,1.031,13.402,0,6.186,0,0,0,0,0,0,0,0,0,7.216,0,0,0,3.093,1.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.928,1.031,0,14.433,0,"2018a","Z6DV15"
"2246",53,"Ireland",10,10,2011-02-25,201102,53230,"Socialist Party","",20,280,4,2012,0.736,0.598,1.21,0,NA,2,166,1,61,"2018-1",71,1.408,0,0,0,0,0,0,0,0,1.408,0,0,1.408,0,0,0,0,8.451,0,9.859,0,0,0,1.408,0,1.408,0,5.634,9.859,1.408,2.817,7.042,8.451,0,32.394,0,0,0,0,2.817,0,0,0,0,0,0,0,0,0,0,0,4.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.901,8.451,0,2.817,0,"2018a","PGYDOB"
"2253",53,"Ireland",10,10,2016-02-26,201602,53240,"Anti-Austerity Alliance","AAA",20,280,5,2016,0.8,0.704,1.969,0,NA,3,158,1,120,"2018-1",227,0,0,0,2.203,0,1.322,0,0,0,0,0.881,0,0,0,0,0,0,0,0,2.643,0,0,0,0,0,0,0,0,0,0,0.881,3.965,3.524,0,19.824,3.084,3.084,0,20.705,14.978,0,5.286,0,0,2.203,0,3.965,0.881,0.881,0,0,5.286,0,0,0,0.441,3.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322,0.881,0,0,0,0,0,0,2.643,0,0,0,0,0,0,3.084,0,0,0,2.203,0.881,0,0,0.881,0,0,0,0,0,0,0,0,-32.159,3.965,0,35.683,1.322,"2018a","7WDU13"
"2254",53,"Ireland",10,10,2016-02-26,201602,53250,"Workers and Unemployment Action","WUA",20,280,5,2016,0.8,0.704,0.349,0,NA,1,158,1,120,"2018-1",127,0,0,0,0,0,0,0,0,0.787,0,2.362,0,4.724,3.15,0.787,0,0,0.787,8.661,8.661,0,2.362,0,0,0,0,0,0,0,0,2.362,0.787,10.236,0,10.236,2.362,2.362,0,16.535,10.236,0,3.937,0,3.15,0,0,0,0,0,0,0,5.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.724,8.661,0,0,0,0,0,0.787,1.575,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.11,0.787,0,26.772,0,"2018a","4D9Q5X"
"2260",53,"Ireland",10,10,2016-02-26,201602,53981,"Independent Alliance","",95,280,5,2016,0.8,0.704,4.212,0,NA,6,158,1,120,"2018-1",73,0,0,0,0,0,0,0,0,1.37,0,6.849,0,8.219,0,0,0,0,0,26.027,19.178,0,4.11,1.37,0,0,0,0,0,0,0,4.11,1.37,4.11,0,0,0,0,0,8.219,1.37,0,0,0,0,0,0,0,8.219,0,0,0,0,0,1.37,1.37,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.219,0,0,0,13.699,0,5.479,0,0,0,0,0,0,0,0,0,8.219,0,0,0,0,0,0,0,0,0,1.37,0,15.068,2.74,0,9.589,0,"2018a","RWSCLJ"
"2267",55,"Cyprus",0,0,1996-05-26,199605,55421,"Liberal Party","KF",40,260,1,2001,0.783,NA,0,0,NA,0,56,1,41,"",158,2.532,1.266,1.266,0,3.165,0,0.633,5.696,8.861,0,0.633,0,1.266,0,0.633,0,0,1.266,0.633,17.089,2.532,0,0,0,0,0,0,3.797,0,0.633,0,0,0,0,0,0,1.266,6.962,6.329,1.899,0,1.266,0,4.43,0.633,0,0,1.899,2.532,0,0,0,0,1.266,0,0,10.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.861,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.886,0,2.532,8.228,1.899,"2018a","J7KCZD"
"2275",55,"Cyprus",0,10,2006-05-21,200605,55110,"Ecological and Environmental Movement","",10,315,5,2014,0.846,0.565,1.946,0,NA,1,56,1,90,"2018-1",749,4.272,0,2.136,1.068,0.668,0,0.134,0,0.668,0.134,0.668,1.602,1.602,0,0,0.267,0.267,0.534,1.602,0.534,0.134,0.401,5.607,1.068,0.267,0,0,0.134,0.134,0.134,4.005,0,0.134,0.935,0.267,10.681,22.029,12.684,3.204,2.403,0.134,3.071,0,0.668,0.134,0.801,0,1.602,1.602,0.401,0,0.401,0.134,2.003,0.134,1.736,3.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.071,0,0,0,0,0,0,0,0,1.068,0,0.935,0.668,1.202,0,0,0.401,0.534,0,0,0,0,0,0,10.681,0.668,0,0.134,0,1.602,0.134,0.801,0.801,0.401,0,0,0,0,0,2.003,0,-6.409,6.676,1.068,5.607,2.27,"2018a","JQGMGE"
