"","country","countryname","oecdmember","eumember","edate","date","party","partyname","partyabbrev","parfam","coderid","manual","coderyear","testresult","testeditsim","pervote","voteest","presvote","absseat","totseats","progtype","datasetorigin","corpusversion","total","peruncod","per101","per102","per103","per104","per105","per106","per107","per108","per109","per110","per201","per202","per203","per204","per301","per302","per303","per304","per305","per401","per402","per403","per404","per405","per406","per407","per408","per409","per410","per411","per412","per413","per414","per415","per416","per501","per502","per503","per504","per505","per506","per507","per601","per602","per603","per604","per605","per606","per607","per608","per701","per702","per703","per704","per705","per706","per1011","per1012","per1013","per1014","per1015","per1016","per1021","per1022","per1023","per1024","per1025","per1026","per1031","per1032","per1033","per2021","per2022","per2023","per2031","per2032","per2033","per2041","per3011","per3051","per3052","per3053","per3054","per3055","per4011","per4012","per4013","per4014","per4121","per4122","per4123","per4124","per4131","per4132","per5021","per5031","per5041","per5061","per6011","per6012","per6013","per6014","per6061","per6071","per6072","per6081","per7051","per7052","per7061","per7062","per103_1","per103_2","per201_1","per201_2","per202_1","per202_2","per202_3","per202_4","per305_1","per305_2","per305_3","per305_4","per305_5","per305_6","per416_1","per416_2","per601_1","per601_2","per602_1","per602_2","per605_1","per605_2","per606_1","per606_2","per607_1","per607_2","per607_3","per608_1","per608_2","per608_3","per703_1","per703_2","rile","planeco","markeco","welfare","intpeace","datasetversion","id_perm"
"3339",82,"Czech Republic",10,0,1996-05-31,199605,82710,"Association for the Republic – Republican Party of Czechoslovakia","SPR-RSC",70,240,999,1996,0.66,NA,8.006,0,NA,18,200,1,20,"",115,5.217,0,0,2.609,0,3.478,0,0,0,1.739,0,0.87,1.739,1.739,0,3.478,0,4.348,2.609,0,0.87,7.826,0,0.87,0,2.609,0,0.87,1.739,0.87,0.87,0,0,0,0,0,3.478,4.348,0,5.217,0,1.739,0,3.478,0,0,0,9.565,3.478,0,1.739,1.739,0,2.609,0,0.87,8.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739,0,0,0.87,0,0,0.87,0,0,2.609,0,0,0,0,0,0,0,1.739,0.87,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.826,0.87,0.87,5.217,3.478,"2018a","32RPI3"
"3340",82,"Czech Republic",10,0,1996-05-31,199605,82901,"Pensioners for a Life Security","DŽJ",95,240,999,1996,0.66,NA,3.09,0,NA,0,200,1,20,"",47,19.149,0,0,0,0,2.128,0,2.128,0,0,0,0,2.128,0,0,0,0,2.128,4.255,4.255,0,0,0,2.128,0,4.255,0,0,4.255,0,0,2.128,0,0,0,0,2.128,2.128,8.511,10.638,0,6.383,0,0,0,0,0,8.511,0,0,0,0,0,6.383,2.128,2.128,2.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.149,4.255,0,19.149,2.128,"2018a","5CAVBI"
"3346",82,"Czech Republic",10,20,1998-06-19,199806,82710,"Association for the Republic – Republican Party of Czechoslovakia","SPR-RSC",70,240,999,1998,0.66,NA,3.9,0,NA,0,200,1,20,"",138,10.87,0,0,0,0,10.145,0.725,1.449,0,0,0,1.449,3.623,0.725,0,0,0,0,0,0,0,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.348,3.623,0,2.174,0,2.174,0,0.725,0,15.217,1.449,0,0,0,0,0,0,0,11.594,0,0,0,0,0,0,0,7.971,0,0,0,0,0,0,0,0,1.449,0,0,0,0,0,0,10.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0,0,0,0,0,0,0,7.971,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,0,0,7.971,10.87,"2018a","YLDUJ5"
"3347",82,"Czech Republic",10,20,1998-06-19,199806,82901,"Pensioners for a Life Security","DŽJ",95,240,999,1998,0.66,NA,3.06,0,NA,0,200,1,20,"",164,0,0.61,0.61,0,0,0,0,0.61,0.61,0,0,1.829,3.659,0,1.22,0.61,0,1.22,5.488,0,0.61,5.488,0.61,0,0,1.22,0,3.049,0,0.61,5.488,1.829,0,0,0,0,1.22,2.439,2.439,0,15.854,3.049,0,0.61,0,0,0,13.415,0,0,0,0.61,0,4.268,0.61,0,12.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.829,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0.61,0,0,0,0.61,1.829,0,0,1.829,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.22,2.439,0.61,2.439,0.61,"2018a","2FYZAU"
"3352",82,"Czech Republic",10,20,2002-06-14,200206,82710,"Association for the Republic – Republican Party of Czechoslovakia","SPR-RSC",70,288,3,2011,0.815,NA,0.97,0,NA,0,200,1,50,"2018-1",502,0.398,0,0,0.199,5.777,0,0,0.797,0,8.167,2.191,0,1.195,0,0,0,0,1.394,0.398,1.394,0.398,1.394,0.797,0,0.199,6.175,0,6.375,0,0,2.191,0,0.199,0,0,2.789,5.179,0.398,2.39,5.378,0,3.984,0,12.55,0,4.382,0,12.749,0,0,0.398,0.398,0,3.586,0.996,1.195,1.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,1.195,0,0,0,0,0,0,0,0,0.398,0,0,0,0.199,0,0,0,0,0,0,0,0.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.522,0.797,0.398,7.769,0,"2018a","91OHAQ"
"3372",82,"Czech Republic",10,10,2013-10-26,201310,82720,"Tomio Okamura's Dawn of Direct Democracy","Úsvit",70,288,4,2014,0.838,0.426,6.888,0,NA,14,200,1,81,"2018-1",291,0.344,0,0,0,0,0,0,0.344,0,0,1.718,1.718,11.684,0,0.344,0.344,0,4.467,1.375,0,1.718,10.653,5.498,0.344,0,0,0,2.749,2.062,0.687,2.405,0,0.687,2.405,0,0,0,6.186,3.436,3.78,4.467,4.467,0,5.498,0,0.344,0,8.247,1.031,0,0.687,3.78,0,1.718,1.375,0.687,2.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.498,5.842,4.124,7.216,0,"2018a","VVVFGL"
"3373",83,"Estonia",0,0,1992-09-20,199209,83220,"Electoral Union ‘Secure Home'","",20,239,1,1994,0.452,NA,13.602,0,NA,17,101,8,20,"",66,6.061,0,0,0,4.545,0,0,0,0,0,0,4.545,0,7.576,0,1.515,0,0,0,0,0,7.576,1.515,0,0,0,0,6.061,0,0,0,0,0,4.545,0,0,0,1.515,0,9.091,0,4.545,0,0,0,9.091,0,4.545,4.545,0,0,0,0,15.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.818,1.515,4.545,9.091,0,"2018a","3RZ4PH"
"3376",83,"Estonia",0,0,1992-09-20,199209,83421,"Electoral Union ‘Popular Front'","",40,239,1,1994,0.452,NA,12.248,0,NA,15,101,8,20,"",288,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.764,0,0,0,0.347,0,0,0,0,0.694,0,0,1.389,0,0,9.028,0,2.778,17.014,0,7.986,0,2.431,0,5.556,0,2.431,3.125,0,0,0,0,6.944,0,0,19.792,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347,0,1.389,19.792,0,"2018a","OSQMHP"
"3379",83,"Estonia",0,0,1992-09-20,199209,83712,"Electoral Union ‘Estonian Citizen'","",80,239,1,1994,0.452,NA,6.881,0,NA,8,101,8,20,"",25,8,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0,0,0,0,"2018a","HORSLD"
"3380",83,"Estonia",0,0,1992-09-20,199209,83901,"Electoral Union ‘Independent Royalists'","",95,239,1,1994,0.452,NA,7.122,0,NA,8,101,8,20,"",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,0,0,0,0,"2018a","KBZOML"
"3388",83,"Estonia",0,0,1995-03-05,199503,83951,"Electoral Union ‘Our Home is Estonia'","",90,239,1,1995,0.452,NA,5.874,0,NA,6,101,8,20,"",101,3.96,0,0,0,0,0,0,0.99,0,0,0,2.97,3.96,4.95,0,3.96,0,0.99,0,0,0,6.931,5.941,0,0,0.99,0,0,0,0,0.99,7.921,0,0,0,0,0,1.98,1.98,16.832,0,0,0,0.99,0,0,0,2.97,3.96,0,0,0,0,4.95,0,0,0,6.931,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0.99,0,0,0,0,0,0,0,0,0.99,0,0,0,3.96,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.861,13.861,0,18.812,0,"2018a","9ZIWU6"
"3395",83,"Estonia",0,20,1999-03-07,199903,83952,"Estonian United People’s Party","EÜRP",90,242,1,2000,0.582,NA,6.13,0,NA,6,101,1,20,"",78,0,0,0,0,1.282,2.564,0,1.282,0,0,0,0,17.949,0,0,0,0,1.282,1.282,1.282,0,2.564,3.846,2.564,0,0,0,0,0,3.846,5.128,0,0,0,0,0,0,2.564,5.128,5.128,0,2.564,0,0,2.564,0,0,6.41,2.564,2.564,1.282,2.564,0,7.692,0,8.974,0,1.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282,0,0,0,0,0,0,0,1.282,0,0,0,0,0,0,0,0,0,0,0,1.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.359,6.41,0,10.256,2.564,"2018a","ITFAR7"
"3402",83,"Estonia",0,10,2007-03-04,200703,83110,"Estonian Greens","EER",10,290,4,2011,0.796,0.623,7.14,0,NA,6,101,1,51,"2018-1",220,0,0,0,0,11.818,0.455,1.364,4.091,2.727,0,0,0.455,5,0,0,0,0,0.909,0,0.455,0.909,0.909,5.909,0,0,0.455,0,6.364,0,0.909,6.818,0,0.455,1.364,0,1.818,17.273,0.909,1.364,5,0,8.636,0,0,0,0,0,0,1.818,0.455,0,0.909,0,9.545,0.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.545,5.909,2.273,6.364,1.818,"2018a","CN66QW"
"3408",83,"Estonia",10,10,2011-03-06,201103,83110,"Estonian Greens","EER",10,290,4,2011,0.796,0.623,3.795,0,NA,0,101,1,60,"2018-1",346,1.734,0.289,0,0,10.405,0,0,4.335,0.289,0,0.578,0,4.624,0,0,0.289,0,0.867,0,0.289,0,3.757,0.578,0,0,0,0,5.78,0,1.734,6.647,0,0,0.867,0,1.734,8.96,7.225,1.734,11.272,0,10.116,0,2.601,0,0,0,8.092,1.156,0,0,2.023,0,2.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.78,0.578,0.867,13.006,0,"2018a","TT9YXX"
"3420",84,"Georgia",0,0,1990-10-28,199010,84095,"Round Table - Free Georgia","",95,299,4,2013,0.885,0.761,54,0,NA,155,250,1,81,"2018-1",489,1.84,0.613,0.409,5.93,0.818,0,0.204,6.339,0,0.613,0,3.067,6.953,0,0.409,0.613,0.409,0.613,0.818,0.818,7.771,0.409,0.204,0,0,1.227,2.249,10.634,0,0,7.157,1.636,1.227,3.067,0,0,1.84,2.658,2.045,0.818,0.204,2.045,0,8.18,0,2.658,0.613,0.409,1.431,2.454,0,1.84,0,6.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.658,1.84,10.838,2.863,0.613,"2018a","12BF2Q"
"3421",84,"Georgia",0,0,1990-10-28,199010,84220,"Communist Party of Georgia","SKP",20,299,4,2013,0.885,0.761,29.6,0,NA,64,250,1,81,"2018-1",142,0.704,0,0,2.113,1.408,0,0,2.817,0,0,0,1.408,8.451,0,0.704,2.113,0,0.704,0,6.338,8.451,0,0,0,0,0,2.113,7.746,0,0,1.408,0.704,0,0.704,0,0,2.113,4.225,0,7.746,0.704,4.93,0,12.676,0,0,0,1.408,7.746,4.93,0,2.113,0,2.817,0,0,0.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.085,0.704,9.155,7.746,0,"2018a","I2E8PZ"
"3422",84,"Georgia",0,0,1990-10-28,199010,84720,"Popular Front","",70,299,4,2013,0.885,0.761,1.9,0,NA,12,250,1,81,"2018-1",157,1.911,0,15.287,3.185,7.643,0,1.274,1.911,0.637,0.637,0,3.185,13.376,0,0,0,0,0,0,0.637,5.732,0,2.548,0,0,6.369,0,6.369,0,0,0,0,1.911,0,0,0,0,0,0.637,0,0,0,0,8.28,0,0,0,3.822,1.274,0,0,0.637,0,12.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.637,2.548,5.732,0.637,16.561,"2018a","IW8JH7"
"3423",84,"Georgia",0,0,1990-10-28,199010,84952,"Democratic Georgia","",95,299,4,2013,0.885,0.761,1.8,0,NA,4,250,1,81,"2018-1",197,1.015,0,0,9.137,0.508,0.508,0.508,4.569,0.508,0,0,4.569,14.213,0,1.015,4.569,0,1.015,0.508,0,6.599,1.523,1.015,0,0,0,0.508,3.046,0,0,2.03,0.508,1.523,0,0,0,1.523,1.015,1.523,6.091,0.508,1.523,0,16.244,0,1.015,0.508,3.046,2.538,3.046,0,1.523,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.061,1.523,6.599,7.614,1.015,"2018a","PIORT3"
"3424",84,"Georgia",0,0,1992-10-11,199210,84110,"Green Party of Georgia","Greens",10,233,1,1995,0.626,NA,7.2,0,NA,11,235,1,20,"",82,4.878,2.439,0,0,3.659,2.439,2.439,3.659,2.439,0,0,3.659,3.659,1.22,0,4.878,1.22,1.22,6.098,6.098,2.439,2.439,2.439,0,0,0,0,0,0,0,4.878,0,0,3.659,0,10.976,2.439,0,6.098,2.439,0,0,0,0,0,0,0,3.659,0,0,0,0,0,6.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.756,2.439,6.098,8.537,4.878,"2018a","B5Y7NH"
"3425",84,"Georgia",0,0,1992-10-11,199210,84221,"Election Bloc ‘Peace’","Mshvidoba",40,233,1,1995,0.626,NA,19.2,0,NA,35,235,8,20,"",79,2.532,1.266,0,0,0,0,3.797,6.329,0,0,0,6.329,1.266,3.797,0,5.063,0,0,0,1.266,10.127,3.797,1.266,0,0,1.266,1.266,12.658,0,0,2.532,3.797,0,0,0,0,1.266,5.063,10.127,0,0,0,0,0,0,0,0,1.266,0,1.266,0,1.266,0,2.532,0,0,1.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.797,0,0,0,0,0,0,0,0,0,0,0,0,3.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.861,5.063,10.127,10.127,3.797,"2018a","SKQBYJ"
"3426",84,"Georgia",0,0,1992-10-11,199210,84222,"Georgian Workers’ Socialist Party","SMSP",30,233,1,1995,0.626,NA,2.1,0,NA,3,235,1,20,"",92,2.174,0,0,2.174,1.087,0,1.087,0,0,0,0,11.957,9.783,4.348,0,1.087,0,2.174,1.087,0,2.174,0,0,0,0,0,0,2.174,0,0,0,1.087,1.087,0,0,0,1.087,1.087,14.13,2.174,0,5.435,0,1.087,0,6.522,0,4.348,0,1.087,0,3.261,0,0,0,0,8.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.435,1.087,2.174,16.304,1.087,"2018a","QOG5BB"
"3427",84,"Georgia",0,0,1992-10-11,199210,84321,"Social Democratic Party of Georgia","SSDP",30,233,1,1995,0.626,NA,1.3,0,NA,2,235,1,20,"",74,29.73,14.865,0,0,0,0,4.054,0,1.351,0,0,0,0,0,0,0,0,0,4.054,9.459,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,9.459,0,0,0,0,0,0,0,0,5.405,1.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.757,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.27,0,8.108,9.459,4.054,"2018a","UVHPQT"
"3428",84,"Georgia",0,0,1992-10-11,199210,84322,"Georgian Social Justice Union","SSSK",30,233,1,1995,0.626,NA,1.2,0,NA,2,235,1,20,"",82,0,0,0,4.878,1.22,0,0,2.439,0,0,0,2.439,2.439,1.22,0,1.22,1.22,0,0,0,2.439,0,0,0,0,1.22,0,4.878,2.439,0,3.659,1.22,4.878,1.22,0,0,1.22,0,9.756,2.439,0,9.756,2.439,1.22,0,0,0,4.878,0,0,0,0,0,2.439,0,0,8.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.976,0,0,0,0,0,0,0,0,0,0,0,0,4.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.634,1.22,3.659,12.195,0,"2018a","WON324"
"3429",84,"Georgia",0,0,1992-10-11,199210,84411,"Charter 91","",40,233,1,1995,0.626,NA,5.4,0,NA,9,235,1,20,"",82,3.659,1.22,4.878,4.878,0,0,0,4.878,0,0,0,1.22,1.22,0,0,0,0,0,3.659,14.634,0,4.878,6.098,1.22,0,0,0,3.659,0,2.439,2.439,1.22,0,12.195,0,0,0,0,2.439,2.439,0,0,0,3.659,0,0,0,2.439,3.659,0,0,0,0,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.659,0,0,0,0,0,0,0,0,0,0,0,0,4.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.732,8.537,12.195,4.878,4.878,"2018a","DIW4WF"
"3431",84,"Georgia",0,0,1992-10-11,199210,84422,"‘Unity' Bloc","",40,233,1,1995,0.626,NA,9,0,NA,15,235,8,20,"",285,38.596,1.754,1.053,0,0,0,0,4.211,0,0,0,0.351,0,0.351,0,0,0,0,0.351,0.351,7.368,2.105,0.702,3.158,0,0.351,0,4.561,0.702,1.053,10.175,0.702,0.702,2.807,0,0.351,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351,0,0,0,0,0,0,0,0,0,0,0,0,11.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.509,4.561,10.175,1.053,1.053,"2018a","H27HM9"
"3432",84,"Georgia",0,0,1992-10-11,199210,84423,"Democratic Party","DP",30,233,1,1995,0.626,NA,5.6,0,NA,10,235,1,20,"",51,3.922,0,0,1.961,1.961,0,1.961,0,0,0,0,0,13.725,1.961,0,1.961,1.961,3.922,0,7.843,1.961,0,1.961,0,0,0,0,3.922,0,3.922,0,0,0,0,0,0,11.765,0,11.765,0,0,5.882,0,5.882,0,1.961,0,0,0,0,0,1.961,0,3.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.882,1.961,1.961,11.765,1.961,"2018a","ZTENX3"
"3433",84,"Georgia",0,0,1992-10-11,199210,84521,"Union of God’s Children of Georgia","SGK",70,233,1,1995,0.626,NA,1.2,0,NA,2,235,1,20,"",66,16.667,0,0,0,1.515,0,0,1.515,0,0,0,4.545,6.061,7.576,0,3.03,0,0,0,3.03,4.545,1.515,0,1.515,0,0,0,6.061,0,0,0,3.03,0,0,0,0,0,0,6.061,0,0,0,0,0,0,12.121,0,1.515,0,0,0,0,0,1.515,0,0,10.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.242,4.545,4.545,6.061,0,"2018a","UIUA74"
